sku,Termék neve,"Súly
kg",Típus,nemtudommi,Hozzavalok,Price without VAT ,BARCODE,Legal Product Name ,Product Description ,Additives - EU ,Analytical Constituents - EU ,Ingredients ,Recommended for ,Not Recommended for,PictureUrl
604057,SP Feline Adult Chicken 1.5 kg,1.5,száraz,6,csirke,"5,040",52742030814,Hill's Science Plan Adult macskaeledel Csirkével,"A Hill's Science Plan ADULT MACSKAELEDEL CSIRKÉVEL (csirke 18%; összes baromfi 28%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 91.1mg, 3b202 (Jód) 4.0mg, 3b405 (Réz) 9.0mg, 3b502 (Mangán) 9.4mg, 3b603 (Cink) 141mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.3%, Zsírtartalom 20.5%, Nyersrost 1.4%, Nyershamu 5.3%, Omega-3 zsírsavak 0.5%, Omega-6 zsírsavak 3.2%, Kalcium 0.76%, Foszfor 0.74%, Nátrium 0.30%, Kálium 0.81%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,208NE, D3-vitamin 587NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, Taurin 2,000mg.","Csirkés: Csirke (39%) -és pulykaliszt, búza, kukorica, állati zsiradék, kukoricaglutén-liszt, tört rizs, hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604057/604057 SP Feline adult chicken 1.5 kg.jpg
604058,SP Feline Adult Chicken 3 kg,3,száraz,4,csirke,"8,560",52742030838,Hill's Science Plan Adult macskaeledel Csirkével,"A Hill's Science Plan ADULT MACSKAELEDEL CSIRKÉVEL (csirke 18%; összes baromfi 28%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 91.1mg, 3b202 (Jód) 4.0mg, 3b405 (Réz) 9.0mg, 3b502 (Mangán) 9.4mg, 3b603 (Cink) 141mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.3%, Zsírtartalom 20.5%, Nyersrost 1.4%, Nyershamu 5.3%, Omega-3 zsírsavak 0.5%, Omega-6 zsírsavak 3.2%, Kalcium 0.76%, Foszfor 0.74%, Nátrium 0.30%, Kálium 0.81%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,208NE, D3-vitamin 587NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, Taurin 2,000mg.","Csirkés: Csirke (39%) -és pulykaliszt, búza, kukorica, állati zsiradék, kukoricaglutén-liszt, tört rizs, hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604058/604058 SP Feline adult chicken 3 kg.jpg
604063,SP Feline Adult Chicken 15 kg,15,száraz,1,csirke,"32,710",52742629100,Hill's Science Plan Adult macskaeledel Csirkével,"A Hill's Science Plan ADULT MACSKAELEDEL CSIRKÉVEL (csirke 18%; összes baromfi 28%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 91.1mg, 3b202 (Jód) 4.0mg, 3b405 (Réz) 9.0mg, 3b502 (Mangán) 9.4mg, 3b603 (Cink) 141mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.3%, Zsírtartalom 20.5%, Nyersrost 1.4%, Nyershamu 5.3%, Omega-3 zsírsavak 0.5%, Omega-6 zsírsavak 3.2%, Kalcium 0.76%, Foszfor 0.74%, Nátrium 0.30%, Kálium 0.81%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,208NE, D3-vitamin 587NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, Taurin 2,000mg.","Csirkés: Csirke (39%) -és pulykaliszt, búza, kukorica, állati zsiradék, kukoricaglutén-liszt, tört rizs, hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604063/604063 SP Feline adult chicken 15 kg.jpg
604065,SP Feline Adult Lamb&Rice 300 g,0.3,száraz,6,bárány,"1,210",52742022925,Hill's Science Plan Adult macskaeledel Báránnyal,"A Hill's Science Plan ADULT MACSKAELEDEL BÁRÁNNYAL (4%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 74.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.3mg, 3b502 (Mangán) 7.7mg, 3b603 (Cink) 154mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.7%, Zsírtartalom 20.0%, Nyersrost 0.88%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.81%, Foszfor 0.72%, Nátrium 0.37%, Kálium 0.69%, Magnézium 0.06%; kilogrammonként: A-vitamin 6,233NE, D3-vitamin 599NE, E-vitamin 650mg, C-vitamin 90mg, Béta-karotin 1.5mg, Taurin 1,919mg.","Báránnyal: tört rizs, kukoricaglutén-liszt, csirke- és pulykaliszt, kukorica, állati zsiradék, bárányliszt (9%), hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604065/604065 SP Feline adult lamb 300 gr.jpg
604066,SP Feline Adult Lamb&Rice 1.5 kg,1.5,száraz,6,bárány,"5,040",52742022949,Hill's Science Plan Adult macskaeledel Báránnyal,"A Hill's Science Plan ADULT MACSKAELEDEL BÁRÁNNYAL (4%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 74.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.3mg, 3b502 (Mangán) 7.7mg, 3b603 (Cink) 154mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.7%, Zsírtartalom 20.0%, Nyersrost 0.88%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.81%, Foszfor 0.72%, Nátrium 0.37%, Kálium 0.69%, Magnézium 0.06%; kilogrammonként: A-vitamin 6,233NE, D3-vitamin 599NE, E-vitamin 650mg, C-vitamin 90mg, Béta-karotin 1.5mg, Taurin 1,919mg.","Báránnyal: tört rizs, kukoricaglutén-liszt, csirke- és pulykaliszt, kukorica, állati zsiradék, bárányliszt (9%), hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604066/604066 SP Feline adult lamb 1.5 kg.jpg
604067,SP Feline Adult Lamb&Rice 3 kg,3,száraz,1,bárány,"8,560",52742024080,Hill's Science Plan Adult macskaeledel Báránnyal,"A Hill's Science Plan ADULT MACSKAELEDEL BÁRÁNNYAL (4%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 74.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.3mg, 3b502 (Mangán) 7.7mg, 3b603 (Cink) 154mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.7%, Zsírtartalom 20.0%, Nyersrost 0.88%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.81%, Foszfor 0.72%, Nátrium 0.37%, Kálium 0.69%, Magnézium 0.06%; kilogrammonként: A-vitamin 6,233NE, D3-vitamin 599NE, E-vitamin 650mg, C-vitamin 90mg, Béta-karotin 1.5mg, Taurin 1,919mg.","Báránnyal: tört rizs, kukoricaglutén-liszt, csirke- és pulykaliszt, kukorica, állati zsiradék, bárányliszt (9%), hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604067/604067 SP Feline adult lamb 3 kg.jpg
604175,SP Feline Adult Lamb&Rice 10 kg,10,száraz,1,bárány,"23,450",52742024394,Hill's Science Plan Adult macskaeledel Báránnyal,"A Hill's Science Plan ADULT MACSKAELEDEL BÁRÁNNYAL (4%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 74.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.3mg, 3b502 (Mangán) 7.7mg, 3b603 (Cink) 154mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.7%, Zsírtartalom 20.0%, Nyersrost 0.88%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.81%, Foszfor 0.72%, Nátrium 0.37%, Kálium 0.69%, Magnézium 0.06%; kilogrammonként: A-vitamin 6,233NE, D3-vitamin 599NE, E-vitamin 650mg, C-vitamin 90mg, Béta-karotin 1.5mg, Taurin 1,919mg.","Báránnyal: tört rizs, kukoricaglutén-liszt, csirke- és pulykaliszt, kukorica, állati zsiradék, bárányliszt (9%), hidrolizált húskivonat, ásványi anyagok, szárított répapép, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604175/604175 SP Feline adult lamb 10 kg.jpg
604071,SP Feline Adult Tuna 300 g,0.3,száraz,6,tonhal,"1,210",52742023700,Hill's Science Plan Adult macskaeledel Tonhallal,A Hill's Science Plan ADULT MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 1-6 éves felnőtt macskák részére.,"ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 52.3mg, 3b202 (Jód) 2.3mg, 3b405 (Réz) 5.2mg, 3b502 (Mangán) 5.4mg, 3b603 (Cink) 81.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.3%, Zsírtartalom 19.5%, Nyersrost 0.96%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.89%, Foszfor 0.71%, Nátrium 0.36%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 5,875NE, D3-vitamin 615NE, E-vitamin 625mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, tört rizs, állati zsiradék, kukoricaglutén-liszt, tonhalliszt (9%), ásványi anyagok, szárított répapép, hidrolizált húskivonat, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604071/604071 SP Feline adult tuna 300 gr.jpg
604073,SP Feline Adult Tuna 1.5 kg,1.5,száraz,6,tonhal,"5,040",52742023724,Hill's Science Plan Adult macskaeledel Tonhallal,A Hill's Science Plan ADULT MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 1-6 éves felnőtt macskák részére.,"ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 52.3mg, 3b202 (Jód) 2.3mg, 3b405 (Réz) 5.2mg, 3b502 (Mangán) 5.4mg, 3b603 (Cink) 81.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.3%, Zsírtartalom 19.5%, Nyersrost 0.96%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.89%, Foszfor 0.71%, Nátrium 0.36%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 5,875NE, D3-vitamin 615NE, E-vitamin 625mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, tört rizs, állati zsiradék, kukoricaglutén-liszt, tonhalliszt (9%), ásványi anyagok, szárított répapép, hidrolizált húskivonat, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604073/604073 SP Feline adult tuna 1.5 kg.jpg
604075,SP Feline Adult Tuna 3 kg,3,száraz,4,tonhal,"8,560",52742024103,Hill's Science Plan Adult macskaeledel Tonhallal,A Hill's Science Plan ADULT MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 1-6 éves felnőtt macskák részére.,"ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 52.3mg, 3b202 (Jód) 2.3mg, 3b405 (Réz) 5.2mg, 3b502 (Mangán) 5.4mg, 3b603 (Cink) 81.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.3%, Zsírtartalom 19.5%, Nyersrost 0.96%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.89%, Foszfor 0.71%, Nátrium 0.36%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 5,875NE, D3-vitamin 615NE, E-vitamin 625mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, tört rizs, állati zsiradék, kukoricaglutén-liszt, tonhalliszt (9%), ásványi anyagok, szárított répapép, hidrolizált húskivonat, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604075/604075 SP Feline adult tuna 3 kg.jpg
604176,SP Feline Adult Tuna 10 kg,10,száraz,1,tonhal,"23,450",52742024370,Hill's Science Plan Adult macskaeledel Tonhallal,A Hill's Science Plan ADULT MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 1-6 éves felnőtt macskák részére.,"ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 52.3mg, 3b202 (Jód) 2.3mg, 3b405 (Réz) 5.2mg, 3b502 (Mangán) 5.4mg, 3b603 (Cink) 81.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.3%, Zsírtartalom 19.5%, Nyersrost 0.96%, Nyershamu 5.5%, Omega-3 zsírsavak 0.4%, Omega-6 zsírsavak 3.0%, Kalcium 0.89%, Foszfor 0.71%, Nátrium 0.36%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 5,875NE, D3-vitamin 615NE, E-vitamin 625mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, tört rizs, állati zsiradék, kukoricaglutén-liszt, tonhalliszt (9%), ásványi anyagok, szárított répapép, hidrolizált húskivonat, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1-6 éves felnőtt macskáknak.,"Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604176/604176 SP Feline adult tuna 10 kg.jpg
604080,SP Feline Adult Light Chicken 1.5 kg,1.5,száraz,6,csirke,"5,290",52742752006,Hill's Science Plan LIGHT ADULT MACSKAELEDEL Csirkével,"A Hill's Science Plan LIGHT ADULT MACSKAELEDEL CSIRKÉVEL (csirke 15%; összes baromfi 24%) teljes értékű eledel hízásra hajlamos, felnőtt macskák részére.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 75,2 mg, 3b202 (Jód) 1,2 mg, 3b405 (Réz) 7,4 mg, 3b502 (Mangán) 7,8 mg, 3b603 (Cink) 156 mg, E8 (Szelén) 0,2 mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.1%, Zsírtartalom 10.6%, Nyersrost 5.5%, Nyershamu 5.2%, Omega-6 zsírsavak 2.3%, Kalcium 0.77%, Foszfor 0.62%, Nátrium 0.25%, Kálium 0.75%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,142NE, D3-vitamin 591NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, L-karnitin 571mg.","Csirkével: csirke (32%)-és pulykaliszt, kukorica, tört rizs, kukoricaglutén-liszt, állati zsiradék, cellulóz, szárított répapép, borsókorpa, hidrolizált húskivonat, ásványi anyagok, L-karnitin, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1-6 éves felnőtt macskáknak, akik kevesebb kalóriát igényelnek (pl. kevésbé aktívak, ivartalanítottak vagy egyéb okból hízásra hajlamosak).","Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604080/604080 SP Feline adult light chicken 1.5 kg.png
604081,SP Feline Adult Light Chicken 3 kg,3,száraz,4,csirke,"9,000",52742023809,Hill's Science Plan LIGHT ADULT MACSKAELEDEL Csirkével,"A Hill's Science Plan LIGHT ADULT MACSKAELEDEL CSIRKÉVEL (csirke 15%; összes baromfi 24%) teljes értékű eledel hízásra hajlamos, felnőtt macskák részére.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 75,2 mg, 3b202 (Jód) 1,2 mg, 3b405 (Réz) 7,4 mg, 3b502 (Mangán) 7,8 mg, 3b603 (Cink) 156 mg, E8 (Szelén) 0,2 mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.1%, Zsírtartalom 10.6%, Nyersrost 5.5%, Nyershamu 5.2%, Omega-6 zsírsavak 2.3%, Kalcium 0.77%, Foszfor 0.62%, Nátrium 0.25%, Kálium 0.75%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,142NE, D3-vitamin 591NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, L-karnitin 571mg.","Csirkével: csirke (32%)-és pulykaliszt, kukorica, tört rizs, kukoricaglutén-liszt, állati zsiradék, cellulóz, szárított répapép, borsókorpa, hidrolizált húskivonat, ásványi anyagok, L-karnitin, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1-6 éves felnőtt macskáknak, akik kevesebb kalóriát igényelnek (pl. kevésbé aktívak, ivartalanítottak vagy egyéb okból hízásra hajlamosak).","Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604081/604081 - SCIENCE PLAN Adult Light hrană uscată pentru pisici cu pui - 3 kg_hu.png
604177,SP Feline Adult Light Chicken 10 kg,10,száraz,1,csirke,"24,610",52742024332,Hill's Science Plan LIGHT ADULT MACSKAELEDEL Csirkével,"A Hill's Science Plan LIGHT ADULT MACSKAELEDEL CSIRKÉVEL (csirke 15%; összes baromfi 24%) teljes értékű eledel hízásra hajlamos, felnőtt macskák részére.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 75,2 mg, 3b202 (Jód) 1,2 mg, 3b405 (Réz) 7,4 mg, 3b502 (Mangán) 7,8 mg, 3b603 (Cink) 156 mg, E8 (Szelén) 0,2 mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 32.1%, Zsírtartalom 10.6%, Nyersrost 5.5%, Nyershamu 5.2%, Omega-6 zsírsavak 2.3%, Kalcium 0.77%, Foszfor 0.62%, Nátrium 0.25%, Kálium 0.75%, Magnézium 0.08%; kilogrammonként: A-vitamin 6,142NE, D3-vitamin 591NE, E-vitamin 600mg, C-vitamin 100mg, Béta-karotin 1.5mg, L-karnitin 571mg.","Csirkével: csirke (32%)-és pulykaliszt, kukorica, tört rizs, kukoricaglutén-liszt, állati zsiradék, cellulóz, szárított répapép, borsókorpa, hidrolizált húskivonat, ásványi anyagok, L-karnitin, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1-6 éves felnőtt macskáknak, akik kevesebb kalóriát igényelnek (pl. kevésbé aktívak, ivartalanítottak vagy egyéb okból hízásra hajlamosak).","Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604177/604177 SP Feline adult light chicken 10 kg.png
604112,SP Feline Adult Hairball& Indoor Chicken 300 g,0.3,száraz,6,csirke,"1,450",52742528502,Hill's Science Plan Hairball Indoor Adult macskaeledel Csirkével,"A Hill's Science Plan HAIRBALL INDOOR ADULT MACSKAELEDEL CSIRKÉVEL (csirke 15%; összes baromfi 23%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 73.2mg, 3b202 (Jód) 1.1mg, 3b405 (Réz) 7.2mg, 3b502 (Mangán) 7.6mg, 3b603 (Cink) 152mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.1%, Zsírtartalom 7.8%, Nyersrost 7.4%, Nyershamu 5.6%, Kalcium 0.87%, Foszfor 0.64%, Nátrium 0.31%, Kálium 0.76%, Magnézium 0.07%; kilogrammonként: A-vitamin 6,110NE, D3-vitamin 595NE, E-vitamin 750mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (36%) -és pulykaliszt, kukorica, tört rizs, kukoricaglutén-liszt, cellulóz, ásványi anyagok, hidrolizált húskivonat, szójaolaj, állati zsiradék, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1-6 éves felnőtt, lakásban tartott macskáknak a szőrlabdaképződés csökkentésére.","Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604112/604112 SP Feline adult hairball chicken 300 gr.jpg
604139,SP Feline Adult Hairball& Indoor Chicken 1.5 kg,1.5,száraz,6,csirke,"6,080",52742752402,Hill's Science Plan Hairball Indoor Adult macskaeledel Csirkével,"A Hill's Science Plan HAIRBALL INDOOR ADULT MACSKAELEDEL CSIRKÉVEL (csirke 15%; összes baromfi 23%) teljes értékű eledel felnőtt, 1-6 éves macskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 73.2mg, 3b202 (Jód) 1.1mg, 3b405 (Réz) 7.2mg, 3b502 (Mangán) 7.6mg, 3b603 (Cink) 152mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 31.1%, Zsírtartalom 7.8%, Nyersrost 7.4%, Nyershamu 5.6%, Kalcium 0.87%, Foszfor 0.64%, Nátrium 0.31%, Kálium 0.76%, Magnézium 0.07%; kilogrammonként: A-vitamin 6,110NE, D3-vitamin 595NE, E-vitamin 750mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (36%) -és pulykaliszt, kukorica, tört rizs, kukoricaglutén-liszt, cellulóz, ásványi anyagok, hidrolizált húskivonat, szójaolaj, állati zsiradék, taurin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1-6 éves felnőtt, lakásban tartott macskáknak a szőrlabdaképződés csökkentésére.","Kölyökmacskáknak, vemhes vagy szoptató anyamacskáknak. Vemhesség vagy szoptatás alatt az anyamacskákat javasoljuk Hill's Science Plan Kitten száraz vagy nedves kölyöktápra átállítani. ",https://github.com/totapp91/hills/604139/604139 SP Feline adult hairball chicken 1.5 kg.jpg
